chimeraId,tokenId,producerId,productionLocation,productionDate,treeSpecies,imageUrl,parentId,divisionCount,productionMethod,salesPrice,ownerId,processingStatus,salesStatus
0-26,248,16,神奈川県藤沢市遠藤,2024/02/02,,,26,,切り出し,"1,301.00",18,未加工,取引済み
0-33,249,16,神奈川県藤沢市遠藤,2024/02/05,,,26,,切り出し,"1,185.00",19,未加工,取引済み
3-44,250,16,神奈川県藤沢市遠藤,2024/02/07,,,26,,切り出し,"1,468.00",18,未加工,取引済み
0-34,251,15,神奈川県藤沢市遠藤,2024/02/02,,,27,,切り出し,373.00,19,未加工,取引済み
0-62,252,15,神奈川県藤沢市遠藤,2024/02/01,,,27,,切り出し,463.00,19,未加工,取引済み
1-5,253,15,神奈川県藤沢市遠藤,2024/02/04,,,27,,切り出し,384.00,19,未加工,取引済み
1-33,254,15,神奈川県藤沢市遠藤,2024/02/07,,,27,,切り出し,371.00,18,未加工,取引済み
1-39,255,15,神奈川県藤沢市遠藤,2024/02/09,,,27,,切り出し,392.00,20,未加工,取引済み
3-18,256,15,神奈川県藤沢市遠藤,2024/02/05,,,27,,切り出し,445.00,20,未加工,取引済み
3-27,257,15,神奈川県藤沢市遠藤,2024/02/05,,,27,,切り出し,424.00,18,未加工,取引済み
0-51,258,16,神奈川県藤沢市遠藤,2024/02/05,,,28,,切り出し,749.00,18,未加工,取引済み
1-10,259,16,神奈川県藤沢市遠藤,2024/02/01,,,28,,切り出し,783.00,18,未加工,取引済み
2-32,260,16,神奈川県藤沢市遠藤,2024/02/01,,,28,,切り出し,845.00,19,未加工,取引済み
3-4,261,16,神奈川県藤沢市遠藤,2024/02/06,,,28,,切り出し,697.00,20,未加工,取引済み
0-2,262,18,神奈川県藤沢市遠藤,2024/02/19,,,105,,ラミナ加工,335.00,21,未加工,取引済み
0-4,263,18,神奈川県藤沢市遠藤,2024/02/13,,,233,,ラミナ加工,603.00,21,未加工,取引済み
0-5,264,18,神奈川県藤沢市遠藤,2024/02/14,,,146,,ラミナ加工,452.00,21,未加工,取引済み
0-10,265,18,神奈川県藤沢市遠藤,2024/02/17,,,119,,ラミナ加工,543.00,21,未加工,取引済み
0-11,266,18,神奈川県藤沢市遠藤,2024/02/11,,,167,,ラミナ加工,247.00,21,未加工,取引済み
0-13,267,18,神奈川県藤沢市遠藤,2024/02/13,,,147,,ラミナ加工,294.00,21,未加工,取引済み
0-15,268,18,神奈川県藤沢市遠藤,2024/02/18,,,51,,ラミナ加工,284.00,21,未加工,取引済み
0-17,269,18,神奈川県藤沢市遠藤,2024/02/13,,,157,,ラミナ加工,913.00,21,未加工,取引済み
0-19,270,18,神奈川県藤沢市遠藤,2024/02/13,,,186,,ラミナ加工,361.00,21,未加工,取引済み
0-25,271,18,神奈川県藤沢市遠藤,2024/02/13,,,66,,ラミナ加工,485.00,21,未加工,取引済み
0-26,272,18,神奈川県藤沢市遠藤,2024/02/14,,,248,,ラミナ加工,"1,524.00",21,未加工,取引済み
0-27,273,18,神奈川県藤沢市遠藤,2024/02/18,,,187,,ラミナ加工,338.00,21,未加工,取引済み
0-31,274,18,神奈川県藤沢市遠藤,2024/02/15,,,89,,ラミナ加工,734.00,21,未加工,取引済み
0-35,275,18,神奈川県藤沢市遠藤,2024/02/12,,,90,,ラミナ加工,594.00,21,未加工,取引済み
0-41,276,18,神奈川県藤沢市遠藤,2024/02/13,,,213,,ラミナ加工,501.00,21,未加工,取引済み
0-42,277,18,神奈川県藤沢市遠藤,2024/02/20,,,170,,ラミナ加工,360.00,21,未加工,取引済み
0-44,278,18,神奈川県藤沢市遠藤,2024/02/15,,,107,,ラミナ加工,321.00,21,未加工,取引済み
0-48,279,18,神奈川県藤沢市遠藤,2024/02/13,,,139,,ラミナ加工,522.00,21,未加工,取引済み
0-51,280,18,神奈川県藤沢市遠藤,2024/02/20,,,258,,ラミナ加工,831.00,21,未加工,取引済み
0-55,281,18,神奈川県藤沢市遠藤,2024/02/13,,,54,,ラミナ加工,275.00,21,未加工,取引済み
0-60,282,18,神奈川県藤沢市遠藤,2024/02/15,,,37,,ラミナ加工,469.00,21,未加工,取引済み
1-1,283,18,神奈川県藤沢市遠藤,2024/02/15,,,189,,ラミナ加工,356.00,22,未加工,取引済み
1-4,284,18,神奈川県藤沢市遠藤,2024/02/15,,,91,,ラミナ加工,677.00,22,未加工,取引済み
1-8,285,18,神奈川県藤沢市遠藤,2024/02/14,,,190,,ラミナ加工,338.00,22,未加工,取引済み
1-10,286,18,神奈川県藤沢市遠藤,2024/02/16,,,259,,ラミナ加工,965.00,22,未加工,取引済み
1-12,287,18,神奈川県藤沢市遠藤,2024/02/11,,,180,,ラミナ加工,653.00,22,未加工,取引済み
1-13,288,18,神奈川県藤沢市遠藤,2024/02/16,,,46,,ラミナ加工,540.00,22,未加工,取引済み
1-14,289,18,神奈川県藤沢市遠藤,2024/02/20,,,191,,ラミナ加工,355.00,22,未加工,取引済み
1-16,290,18,神奈川県藤沢市遠藤,2024/02/20,,,158,,ラミナ加工,931.00,22,未加工,取引済み
1-21,291,18,神奈川県藤沢市遠藤,2024/02/18,,,92,,ラミナ加工,799.00,22,未加工,取引済み
1-22,292,18,神奈川県藤沢市遠藤,2024/02/15,,,163,,ラミナ加工,760.00,22,未加工,取引済み
1-25,293,18,神奈川県藤沢市遠藤,2024/02/16,,,55,,ラミナ加工,279.00,22,未加工,取引済み
1-27,294,18,神奈川県藤沢市遠藤,2024/02/12,,,171,,ラミナ加工,302.00,22,未加工,取引済み
1-28,295,18,神奈川県藤沢市遠藤,2024/02/19,,,182,,ラミナ加工,852.00,22,未加工,取引済み
1-29,296,18,神奈川県藤沢市遠藤,2024/02/18,,,203,,ラミナ加工,403.00,22,未加工,取引済み
1-32,297,18,神奈川県藤沢市遠藤,2024/02/12,,,98,,ラミナ加工,457.00,22,未加工,取引済み
1-33,298,18,神奈川県藤沢市遠藤,2024/02/14,,,254,,ラミナ加工,461.00,22,未加工,取引済み
1-34,299,18,神奈川県藤沢市遠藤,2024/02/14,,,93,,ラミナ加工,517.00,22,未加工,取引済み
1-38,300,18,神奈川県藤沢市遠藤,2024/02/14,,,149,,ラミナ加工,339.00,22,未加工,取引済み
1-43,301,18,神奈川県藤沢市遠藤,2024/02/17,,,68,,ラミナ加工,449.00,22,未加工,取引済み
1-51,302,18,神奈川県藤沢市遠藤,2024/02/16,,,204,,ラミナ加工,381.00,22,未加工,取引済み
2-5,303,18,神奈川県藤沢市遠藤,2024/02/17,,,100,,ラミナ加工,548.00,23,未加工,取引済み
2-7,304,18,神奈川県藤沢市遠藤,2024/02/16,,,131,,ラミナ加工,419.00,23,未加工,取引済み
2-9,305,18,神奈川県藤沢市遠藤,2024/02/11,,,172,,ラミナ加工,366.00,23,未加工,取引済み
2-11,306,18,神奈川県藤沢市遠藤,2024/02/20,,,218,,ラミナ加工,291.00,23,未加工,取引済み
2-16,307,18,神奈川県藤沢市遠藤,2024/02/17,,,85,,ラミナ加工,428.00,23,未加工,取引済み
2-19,308,18,神奈川県藤沢市遠藤,2024/02/14,,,153,,ラミナ加工,330.00,23,未加工,取引済み
2-20,309,18,神奈川県藤沢市遠藤,2024/02/16,,,174,,ラミナ加工,379.00,23,未加工,取引済み
2-23,310,18,神奈川県藤沢市遠藤,2024/02/11,,,110,,ラミナ加工,352.00,23,未加工,取引済み
2-29,311,18,神奈川県藤沢市遠藤,2024/02/13,,,206,,ラミナ加工,387.00,23,未加工,取引済み
2-35,312,18,神奈川県藤沢市遠藤,2024/02/11,,,154,,ラミナ加工,462.00,23,未加工,取引済み
2-38,313,18,神奈川県藤沢市遠藤,2024/02/17,,,49,,ラミナ加工,734.00,23,未加工,取引済み
2-40,314,18,神奈川県藤沢市遠藤,2024/02/15,,,207,,ラミナ加工,422.00,23,未加工,取引済み
2-41,315,18,神奈川県藤沢市遠藤,2024/02/12,,,221,,ラミナ加工,261.00,23,未加工,取引済み
2-45,316,18,神奈川県藤沢市遠藤,2024/02/13,,,236,,ラミナ加工,614.00,23,未加工,取引済み
2-49,317,18,神奈川県藤沢市遠藤,2024/02/16,,,77,,ラミナ加工,620.00,23,未加工,取引済み
2-50,318,18,神奈川県藤沢市遠藤,2024/02/13,,,102,,ラミナ加工,402.00,23,未加工,取引済み
2-51,319,18,神奈川県藤沢市遠藤,2024/02/20,,,134,,ラミナ加工,280.00,23,未加工,取引済み
2-52,320,18,神奈川県藤沢市遠藤,2024/02/19,,,103,,ラミナ加工,578.00,23,未加工,取引済み
2-55,321,18,神奈川県藤沢市遠藤,2024/02/16,,,135,,ラミナ加工,385.00,23,未加工,取引済み
3-11,322,18,神奈川県藤沢市遠藤,2024/02/17,,,78,,ラミナ加工,555.00,24,未加工,取引済み
3-12,323,18,神奈川県藤沢市遠藤,2024/02/14,,,70,,ラミナ加工,490.00,24,未加工,取引済み
3-27,324,18,神奈川県藤沢市遠藤,2024/02/17,,,257,,ラミナ加工,546.00,24,未加工,取引済み
3-32,325,18,神奈川県藤沢市遠藤,2024/02/13,,,197,,ラミナ加工,395.00,24,未加工,取引済み
3-34,326,18,神奈川県藤沢市遠藤,2024/02/13,,,247,,ラミナ加工,582.00,24,未加工,取引済み
3-36,327,18,神奈川県藤沢市遠藤,2024/02/16,,,184,,ラミナ加工,938.00,24,未加工,取引済み
3-43,328,18,神奈川県藤沢市遠藤,2024/02/12,,,42,,ラミナ加工,423.00,24,未加工,取引済み
3-44,329,18,神奈川県藤沢市遠藤,2024/02/17,,,250,,ラミナ加工,"1,791.00",24,未加工,取引済み
3-48,330,18,神奈川県藤沢市遠藤,2024/02/17,,,185,,ラミナ加工,597.00,24,未加工,取引済み
3-53,331,18,神奈川県藤沢市遠藤,2024/02/14,,,145,,ラミナ加工,652.00,24,未加工,取引済み
0-0,332,19,神奈川県藤沢市遠藤,2024/02/12,,,232,,ラミナ加工,567.00,21,未加工,取引済み
0-7,333,19,神奈川県藤沢市遠藤,2024/02/14,,,198,,ラミナ加工,449.00,21,未加工,取引済み
0-8,334,19,神奈川県藤沢市遠藤,2024/02/14,,,126,,ラミナ加工,349.00,21,未加工,取引済み
0-14,335,19,神奈川県藤沢市遠藤,2024/02/14,,,200,,ラミナ加工,497.00,21,未加工,取引済み
0-16,336,19,神奈川県藤沢市遠藤,2024/02/16,,,35,,ラミナ加工,464.00,21,未加工,取引済み
0-21,337,19,神奈川県藤沢市遠藤,2024/02/17,,,168,,ラミナ加工,324.00,21,未加工,取引済み
0-28,338,19,神奈川県藤沢市遠藤,2024/02/13,,,52,,ラミナ加工,222.00,21,未加工,取引済み
0-33,339,19,神奈川県藤沢市遠藤,2024/02/20,,,249,,ラミナ加工,"1,583.00",21,未加工,取引済み
0-34,340,19,神奈川県藤沢市遠藤,2024/02/13,,,251,,ラミナ加工,417.00,21,未加工,取引済み
0-36,341,19,神奈川県藤沢市遠藤,2024/02/11,,,211,,ラミナ加工,379.00,21,未加工,取引済み
0-39,342,19,神奈川県藤沢市遠藤,2024/02/16,,,120,,ラミナ加工,574.00,21,未加工,取引済み
0-40,343,19,神奈川県藤沢市遠藤,2024/02/13,,,106,,ラミナ加工,374.00,21,未加工,取引済み
0-46,344,19,神奈川県藤沢市遠藤,2024/02/17,,,234,,ラミナ加工,523.00,21,未加工,取引済み
0-47,345,19,神奈川県藤沢市遠藤,2024/02/18,,,241,,ラミナ加工,558.00,21,未加工,取引済み
0-49,346,19,神奈川県藤沢市遠藤,2024/02/19,,,140,,ラミナ加工,505.00,21,未加工,取引済み
0-53,347,19,神奈川県藤沢市遠藤,2024/02/17,,,201,,ラミナ加工,396.00,21,未加工,取引済み
0-54,348,19,神奈川県藤沢市遠藤,2024/02/16,,,108,,ラミナ加工,249.00,21,未加工,取引済み
0-57,349,19,神奈川県藤沢市遠藤,2024/02/11,,,128,,ラミナ加工,368.00,21,未加工,取引済み
0-58,350,19,神奈川県藤沢市遠藤,2024/02/14,,,44,,ラミナ加工,554.00,21,未加工,取引済み
0-61,351,19,神奈川県藤沢市遠藤,2024/02/15,,,242,,ラミナ加工,573.00,21,未加工,取引済み
0-62,352,19,神奈川県藤沢市遠藤,2024/02/17,,,252,,ラミナ加工,565.00,21,未加工,取引済み
0-63,353,19,神奈川県藤沢市遠藤,2024/02/19,,,73,,ラミナ加工,526.00,21,未加工,取引済み
0-64,354,19,神奈川県藤沢市遠藤,2024/02/18,,,97,,ラミナ加工,471.00,21,未加工,取引済み
1-3,355,19,神奈川県藤沢市遠藤,2024/02/11,,,82,,ラミナ加工,456.00,22,未加工,取引済み
1-5,356,19,神奈川県藤沢市遠藤,2024/02/18,,,253,,ラミナ加工,522.00,22,未加工,取引済み
1-6,357,19,神奈川県藤沢市遠藤,2024/02/15,,,38,,ラミナ加工,393.00,22,未加工,取引済み
1-9,358,19,神奈川県藤沢市遠藤,2024/02/12,,,129,,ラミナ加工,400.00,22,未加工,取引済み
1-15,359,19,神奈川県藤沢市遠藤,2024/02/13,,,30,,ラミナ加工,795.00,22,未加工,取引済み
1-18,360,19,神奈川県藤沢市遠藤,2024/02/15,,,83,,ラミナ加工,346.00,22,未加工,取引済み
1-35,361,19,神奈川県藤沢市遠藤,2024/02/16,,,130,,ラミナ加工,338.00,22,未加工,取引済み
1-40,362,19,神奈川県藤沢市遠藤,2024/02/14,,,121,,ラミナ加工,418.00,22,未加工,取引済み
1-42,363,19,神奈川県藤沢市遠藤,2024/02/20,,,159,,ラミナ加工,789.00,22,未加工,取引済み
1-47,364,19,神奈川県藤沢市遠藤,2024/02/13,,,142,,ラミナ加工,516.00,22,未加工,取引済み
1-50,365,19,神奈川県藤沢市遠藤,2024/02/18,,,193,,ラミナ加工,358.00,22,未加工,取引済み
2-0,366,19,神奈川県藤沢市遠藤,2024/02/19,,,214,,ラミナ加工,483.00,23,未加工,取引済み
2-6,367,19,神奈川県藤沢市遠藤,2024/02/13,,,40,,ラミナ加工,462.00,23,未加工,取引済み
2-8,368,19,神奈川県藤沢市遠藤,2024/02/16,,,69,,ラミナ加工,505.00,23,未加工,取引済み
2-12,369,19,神奈川県藤沢市遠藤,2024/02/15,,,173,,ラミナ加工,326.00,23,未加工,取引済み
2-13,370,19,神奈川県藤沢市遠藤,2024/02/19,,,194,,ラミナ加工,389.00,23,未加工,取引済み
2-17,371,19,神奈川県藤沢市遠藤,2024/02/19,,,32,,ラミナ加工,790.00,23,未加工,取引済み
2-21,372,19,神奈川県藤沢市遠藤,2024/02/14,,,57,,ラミナ加工,288.00,23,未加工,取引済み
2-22,373,19,神奈川県藤沢市遠藤,2024/02/20,,,205,,ラミナ加工,435.00,23,未加工,取引済み
2-30,374,19,神奈川県藤沢市遠藤,2024/02/19,,,219,,ラミナ加工,278.00,23,未加工,取引済み
2-31,375,19,神奈川県藤沢市遠藤,2024/02/11,,,58,,ラミナ加工,237.00,23,未加工,取引済み
2-32,376,19,神奈川県藤沢市遠藤,2024/02/12,,,260,,ラミナ加工,"1,078.00",23,未加工,取引済み
2-36,377,19,神奈川県藤沢市遠藤,2024/02/15,,,123,,ラミナ加工,505.00,23,未加工,取引済み
2-37,378,19,神奈川県藤沢市遠藤,2024/02/19,,,220,,ラミナ加工,250.00,23,未加工,取引済み
2-39,379,19,神奈川県藤沢市遠藤,2024/02/11,,,133,,ラミナ加工,383.00,23,未加工,取引済み
2-43,380,19,神奈川県藤沢市遠藤,2024/02/17,,,112,,ラミナ加工,414.00,23,未加工,取引済み
2-44,381,19,神奈川県藤沢市遠藤,2024/02/19,,,50,,ラミナ加工,704.00,23,未加工,取引済み
2-46,382,19,神奈川県藤沢市遠藤,2024/02/17,,,76,,ラミナ加工,614.00,23,未加工,取引済み
2-48,383,19,神奈川県藤沢市遠藤,2024/02/19,,,41,,ラミナ加工,453.00,23,未加工,取引済み
2-53,384,19,神奈川県藤沢市遠藤,2024/02/16,,,155,,ラミナ加工,345.00,23,未加工,取引済み
2-57,385,19,神奈川県藤沢市遠藤,2024/02/17,,,60,,ラミナ加工,246.00,23,未加工,取引済み
3-0,386,19,神奈川県藤沢市遠藤,2024/02/17,,,176,,ラミナ加工,291.00,24,未加工,取引済み
3-1,387,19,神奈川県藤沢市遠藤,2024/02/14,,,104,,ラミナ加工,496.00,24,未加工,取引済み
3-3,388,19,神奈川県藤沢市遠藤,2024/02/18,,,223,,ラミナ加工,234.00,24,未加工,取引済み
3-6,389,19,神奈川県藤沢市遠藤,2024/02/20,,,165,,ラミナ加工,880.00,24,未加工,取引済み
3-8,390,19,神奈川県藤沢市遠藤,2024/02/20,,,245,,ラミナ加工,478.00,24,未加工,取引済み
3-10,391,19,神奈川県藤沢市遠藤,2024/02/11,,,208,,ラミナ加工,419.00,24,未加工,取引済み
3-13,392,19,神奈川県藤沢市遠藤,2024/02/18,,,215,,ラミナ加工,431.00,24,未加工,取引済み
3-15,393,19,神奈川県藤沢市遠藤,2024/02/14,,,246,,ラミナ加工,572.00,24,未加工,取引済み
3-17,394,19,神奈川県藤沢市遠藤,2024/02/15,,,113,,ラミナ加工,399.00,24,未加工,取引済み
3-22,395,19,神奈川県藤沢市遠藤,2024/02/20,,,156,,ラミナ加工,387.00,24,未加工,取引済み
3-25,396,19,神奈川県藤沢市遠藤,2024/02/11,,,71,,ラミナ加工,425.00,24,未加工,取引済み
3-29,397,19,神奈川県藤沢市遠藤,2024/02/17,,,226,,ラミナ加工,273.00,24,未加工,取引済み
3-30,398,19,神奈川県藤沢市遠藤,2024/02/19,,,177,,ラミナ加工,287.00,24,未加工,取引済み
3-31,399,19,神奈川県藤沢市遠藤,2024/02/20,,,227,,ラミナ加工,299.00,24,未加工,取引済み
3-33,400,19,神奈川県藤沢市遠藤,2024/02/17,,,228,,ラミナ加工,242.00,24,未加工,取引済み
3-37,401,19,神奈川県藤沢市遠藤,2024/02/17,,,72,,ラミナ加工,515.00,24,未加工,取引済み
3-38,402,19,神奈川県藤沢市遠藤,2024/02/13,,,124,,ラミナ加工,441.00,24,未加工,取引済み
3-41,403,19,神奈川県藤沢市遠藤,2024/02/12,,,88,,ラミナ加工,411.00,24,未加工,取引済み
3-42,404,19,神奈川県藤沢市遠藤,2024/02/12,,,34,,ラミナ加工,892.00,24,未加工,取引済み
3-45,405,19,神奈川県藤沢市遠藤,2024/02/11,,,125,,ラミナ加工,398.00,24,未加工,取引済み
3-46,406,19,神奈川県藤沢市遠藤,2024/02/17,,,216,,ラミナ加工,368.00,24,未加工,取引済み
3-47,407,19,神奈川県藤沢市遠藤,2024/02/15,,,229,,ラミナ加工,218.00,24,未加工,取引済み
3-50,408,19,神奈川県藤沢市遠藤,2024/02/17,,,230,,ラミナ加工,267.00,24,未加工,取引済み
3-52,409,19,神奈川県藤沢市遠藤,2024/02/14,,,178,,ラミナ加工,264.00,24,未加工,取引済み
3-56,410,19,神奈川県藤沢市遠藤,2024/02/16,,,64,,ラミナ加工,272.00,24,未加工,取引済み
0-1,411,20,神奈川県藤沢市遠藤,2024/02/15,,,117,,ラミナ加工,469.00,21,未加工,取引済み
0-3,412,20,神奈川県藤沢市遠藤,2024/02/16,,,118,,ラミナ加工,587.00,21,未加工,取引済み
0-6,413,20,神奈川県藤沢市遠藤,2024/02/18,,,96,,ラミナ加工,459.00,21,未加工,取引済み
0-9,414,20,神奈川県藤沢市遠藤,2024/02/14,,,65,,ラミナ加工,517.00,21,未加工,取引済み
0-12,415,20,神奈川県藤沢市遠藤,2024/02/13,,,199,,ラミナ加工,454.00,21,未加工,取引済み
0-18,416,20,神奈川県藤沢市遠藤,2024/02/14,,,80,,ラミナ加工,387.00,21,未加工,取引済み
0-20,417,20,神奈川県藤沢市遠藤,2024/02/16,,,209,,ラミナ加工,510.00,21,未加工,取引済み
0-22,418,20,神奈川県藤沢市遠藤,2024/02/11,,,29,,ラミナ加工,691.00,21,未加工,取引済み
0-23,419,20,神奈川県藤沢市遠藤,2024/02/17,,,179,,ラミナ加工,918.00,21,未加工,取引済み
0-24,420,20,神奈川県藤沢市遠藤,2024/02/14,,,169,,ラミナ加工,264.00,21,未加工,取引済み
0-29,421,20,神奈川県藤沢市遠藤,2024/02/16,,,210,,ラミナ加工,441.00,21,未加工,取引済み
0-30,422,20,神奈川県藤沢市遠藤,2024/02/14,,,53,,ラミナ加工,252.00,21,未加工,取引済み
0-32,423,20,神奈川県藤沢市遠藤,2024/02/20,,,188,,ラミナ加工,375.00,21,未加工,取引済み
0-37,424,20,神奈川県藤沢市遠藤,2024/02/13,,,212,,ラミナ加工,349.00,21,未加工,取引済み
0-38,425,20,神奈川県藤沢市遠藤,2024/02/16,,,127,,ラミナ加工,380.00,21,未加工,取引済み
0-43,426,20,神奈川県藤沢市遠藤,2024/02/17,,,240,,ラミナ加工,454.00,21,未加工,取引済み
0-45,427,20,神奈川県藤沢市遠藤,2024/02/11,,,162,,ラミナ加工,954.00,21,未加工,取引済み
0-50,428,20,神奈川県藤沢市遠藤,2024/02/16,,,43,,ラミナ加工,745.00,21,未加工,取引済み
0-52,429,20,神奈川県藤沢市遠藤,2024/02/20,,,81,,ラミナ加工,399.00,21,未加工,取引済み
0-56,430,20,神奈川県藤沢市遠藤,2024/02/16,,,36,,ラミナ加工,484.00,21,未加工,取引済み
0-59,431,20,神奈川県藤沢市遠藤,2024/02/11,,,238,,ラミナ加工,"1,478.00",21,未加工,取引済み
1-0,432,20,神奈川県藤沢市遠藤,2024/02/15,,,45,,ラミナ加工,585.00,22,未加工,取引済み
1-2,433,20,神奈川県藤沢市遠藤,2024/02/16,,,148,,ラミナ加工,427.00,22,未加工,取引済み
1-7,434,20,神奈川県藤沢市遠藤,2024/02/13,,,67,,ラミナ加工,460.00,22,未加工,取引済み
1-11,435,20,神奈川県藤沢市遠藤,2024/02/18,,,202,,ラミナ加工,535.00,22,未加工,取引済み
1-17,436,20,神奈川県藤沢市遠藤,2024/02/15,,,141,,ラミナ加工,599.00,22,未加工,取引済み
1-19,437,20,神奈川県藤沢市遠藤,2024/02/20,,,39,,ラミナ加工,482.00,22,未加工,取引済み
1-20,438,20,神奈川県藤沢市遠藤,2024/02/20,,,181,,ラミナ加工,805.00,22,未加工,取引済み
1-23,439,20,神奈川県藤沢市遠藤,2024/02/19,,,217,,ラミナ加工,248.00,22,未加工,取引済み
1-24,440,20,神奈川県藤沢市遠藤,2024/02/12,,,235,,ラミナ加工,590.00,22,未加工,取引済み
1-26,441,20,神奈川県藤沢市遠藤,2024/02/12,,,243,,ラミナ加工,678.00,22,未加工,取引済み
1-30,442,20,神奈川県藤沢市遠藤,2024/02/19,,,164,,ラミナ加工,847.00,22,未加工,取引済み
1-31,443,20,神奈川県藤沢市遠藤,2024/02/14,,,47,,ラミナ加工,606.00,22,未加工,取引済み
1-36,444,20,神奈川県藤沢市遠藤,2024/02/18,,,99,,ラミナ加工,435.00,22,未加工,取引済み
1-37,445,20,神奈川県藤沢市遠藤,2024/02/13,,,183,,ラミナ加工,716.00,22,未加工,取引済み
1-39,446,20,神奈川県藤沢市遠藤,2024/02/14,,,255,,ラミナ加工,534.00,22,未加工,取引済み
1-41,447,20,神奈川県藤沢市遠藤,2024/02/14,,,192,,ラミナ加工,309.00,22,未加工,取引済み
1-44,448,20,神奈川県藤沢市遠藤,2024/02/17,,,48,,ラミナ加工,576.00,22,未加工,取引済み
1-45,449,20,神奈川県藤沢市遠藤,2024/02/13,,,56,,ラミナ加工,233.00,22,未加工,取引済み
1-46,450,20,神奈川県藤沢市遠藤,2024/02/16,,,31,,ラミナ加工,762.00,22,未加工,取引済み
1-48,451,20,神奈川県藤沢市遠藤,2024/02/17,,,74,,ラミナ加工,492.00,22,未加工,取引済み
1-49,452,20,神奈川県藤沢市遠藤,2024/02/14,,,143,,ラミナ加工,572.00,22,未加工,取引済み
2-1,453,20,神奈川県藤沢市遠藤,2024/02/17,,,75,,ラミナ加工,595.00,23,未加工,取引済み
2-2,454,20,神奈川県藤沢市遠藤,2024/02/12,,,150,,ラミナ加工,393.00,23,未加工,取引済み
2-3,455,20,神奈川県藤沢市遠藤,2024/02/19,,,84,,ラミナ加工,482.00,23,未加工,取引済み
2-4,456,20,神奈川県藤沢市遠藤,2024/02/19,,,109,,ラミナ加工,354.00,23,未加工,取引済み
2-10,457,20,神奈川県藤沢市遠藤,2024/02/17,,,132,,ラミナ加工,274.00,23,未加工,取引済み
2-14,458,20,神奈川県藤沢市遠藤,2024/02/18,,,151,,ラミナ加工,418.00,23,未加工,取引済み
2-15,459,20,神奈川県藤沢市遠藤,2024/02/12,,,122,,ラミナ加工,449.00,23,未加工,取引済み
2-18,460,20,神奈川県藤沢市遠藤,2024/02/16,,,152,,ラミナ加工,480.00,23,未加工,取引済み
2-24,461,20,神奈川県藤沢市遠藤,2024/02/16,,,244,,ラミナ加工,603.00,23,未加工,取引済み
2-25,462,20,神奈川県藤沢市遠藤,2024/02/16,,,195,,ラミナ加工,308.00,23,未加工,取引済み
2-26,463,20,神奈川県藤沢市遠藤,2024/02/16,,,111,,ラミナ加工,361.00,23,未加工,取引済み
2-27,464,20,神奈川県藤沢市遠藤,2024/02/14,,,33,,ラミナ加工,691.00,23,未加工,取引済み
2-28,465,20,神奈川県藤沢市遠藤,2024/02/20,,,101,,ラミナ加工,392.00,23,未加工,取引済み
2-33,466,20,神奈川県藤沢市遠藤,2024/02/14,,,59,,ラミナ加工,243.00,23,未加工,取引済み
2-34,467,20,神奈川県藤沢市遠藤,2024/02/19,,,86,,ラミナ加工,404.00,23,未加工,取引済み
2-42,468,20,神奈川県藤沢市遠藤,2024/02/18,,,175,,ラミナ加工,321.00,23,未加工,取引済み
2-47,469,20,神奈川県藤沢市遠藤,2024/02/17,,,94,,ラミナ加工,725.00,23,未加工,取引済み
2-54,470,20,神奈川県藤沢市遠藤,2024/02/16,,,222,,ラミナ加工,227.00,23,未加工,取引済み
2-56,471,20,神奈川県藤沢市遠藤,2024/02/11,,,239,,ラミナ加工,"1,429.00",23,未加工,取引済み
3-2,472,20,神奈川県藤沢市遠藤,2024/02/15,,,61,,ラミナ加工,225.00,24,未加工,取引済み
3-4,473,20,神奈川県藤沢市遠藤,2024/02/15,,,261,,ラミナ加工,868.00,24,未加工,取引済み
3-5,474,20,神奈川県藤沢市遠藤,2024/02/17,,,136,,ラミナ加工,374.00,24,未加工,取引済み
3-7,475,20,神奈川県藤沢市遠藤,2024/02/14,,,62,,ラミナ加工,241.00,24,未加工,取引済み
3-9,476,20,神奈川県藤沢市遠藤,2024/02/12,,,137,,ラミナ加工,330.00,24,未加工,取引済み
3-14,477,20,神奈川県藤沢市遠藤,2024/02/13,,,196,,ラミナ加工,358.00,24,未加工,取引済み
3-16,478,20,神奈川県藤沢市遠藤,2024/02/17,,,166,,ラミナ加工,"1,020.00",24,未加工,取引済み
3-18,479,20,神奈川県藤沢市遠藤,2024/02/18,,,256,,ラミナ加工,625.00,24,未加工,取引済み
3-19,480,20,神奈川県藤沢市遠藤,2024/02/16,,,114,,ラミナ加工,343.00,24,未加工,取引済み
3-20,481,20,神奈川県藤沢市遠藤,2024/02/12,,,224,,ラミナ加工,273.00,24,未加工,取引済み
3-21,482,20,神奈川県藤沢市遠藤,2024/02/20,,,95,,ラミナ加工,651.00,24,未加工,取引済み
3-23,483,20,神奈川県藤沢市遠藤,2024/02/11,,,138,,ラミナ加工,321.00,24,未加工,取引済み
3-24,484,20,神奈川県藤沢市遠藤,2024/02/16,,,237,,ラミナ加工,551.00,24,未加工,取引済み
3-26,485,20,神奈川県藤沢市遠藤,2024/02/12,,,115,,ラミナ加工,319.00,24,未加工,取引済み
3-28,486,20,神奈川県藤沢市遠藤,2024/02/13,,,225,,ラミナ加工,200.00,24,未加工,取引済み
3-35,487,20,神奈川県藤沢市遠藤,2024/02/15,,,87,,ラミナ加工,525.00,24,未加工,取引済み
